Month,DayOfWeek,UniqueCarrier,AirTime,Dest,IsDepDelay,IsArrDelay,DepHourLocal,OriginAirTemp,OriginAirPressure,OriginWindSpeed,OriginSkyCoverage,OriginPrecip1,DestAirTemp,DestAirPressure,DestWindSpeed,DestSkyCoverage,DestPrecip1
9,5,UA,63.0,PIT,False,False,18,250,213,21.0,2.0,0.0,217,240,26.0,2.0,0.0
6,2,UA,81.0,IAD,True,True,18,339,127,46.0,4.0,0.0,256,161,21.0,7.0,0.0
2,2,US,,PIT,False,False,8,6,200,52.0,8.0,0.0,72,157,31.0,8.0,0.0
12,7,OO,38.0,TVC,False,False,14,-78,247,31.0,8.0,0.0,-72,226,15.0,8.0,0.0
6,2,AA,215.0,LAX,False,False,12,211,245,52.0,0.0,0.0,228,143,52.0,0.0,0.0
8,2,UA,,BOS,False,False,11,200,191,77.0,8.0,0.0,194,252,72.0,8.0,0.0
10,4,MQ,89.0,ATL,False,False,16,194,182,36.0,2.0,0.0,228,140,31.0,7.0,0.0
11,3,AA,79.0,RDU,True,True,12,111,99,103.0,4.0,0.0,278,136,77.0,7.0,0.0
7,5,UA,143.0,TPA,True,True,13,278,115,46.0,4.0,0.0,289,139,36.0,7.0,0.0
12,6,UA,236.0,SEA,False,True,16,-33,234,41.0,8.0,0.0,56,180,0.0,4.0,0.0
11,3,MQ,41.0,DAY,False,False,8,150,133,62.0,8.0,0.0,150,216,57.0,8.0,8.0
7,1,UA,102.0,PVD,False,False,17,256,47,88.0,,0.0,239,37,62.0,,0.0
8,5,YV,80.0,GSO,False,True,16,300,187,51.0,0.0,0.0,322,122,41.0,7.0,0.0
8,3,NW,,DTW,False,False,19,283,203,57.0,7.0,0.0,317,206,46.0,1.0,0.0
6,5,UA,,DAY,False,False,20,250,109,41.0,6.0,0.0,283,112,62.0,6.0,0.0
2,6,AA,246.0,PSP,True,True,18,-17,167,0.0,8.0,0.0,161,152,41.0,0.0,0.0
7,5,NW,59.0,MSP,False,False,20,300,106,46.0,7.0,0.0,311,86,52.0,7.0,0.0
5,7,YV,81.0,SYR,False,False,16,178,159,51.0,4.0,0.0,117,182,46.0,4.0,0.0
10,4,UA,256.0,SJC,False,False,19,150,32,41.0,8.0,0.0,261,9999,36.0,2.0,
3,1,UA,110.0,PWM,False,False,13,-6,246,46.0,7.0,0.0,11,141,36.0,0.0,0.0
4,4,AA,231.0,LAX,False,False,8,0,319,31.0,7.0,0.0,156,188,41.0,7.0,0.0
10,7,MQ,72.0,IAD,True,False,13,100,138,52.0,2.0,0.0,172,116,46.0,2.0,0.0
10,6,UA,24.0,MSN,False,False,22,200,162,26.0,8.0,0.0,178,159,21.0,0.0,0.0
9,7,AA,63.0,MSP,False,False,13,261,121,72.0,4.0,0.0,172,149,57.0,7.0,0.0
3,4,UA,242.0,SNA,False,False,8,17,245,72.0,7.0,0.0,200,172,26.0,2.0,0.0
9,5,UA,27.0,GRR,False,False,12,261,180,57.0,0.0,0.0,272,162,77.0,0.0,0.0
2,3,UA,98.0,EWR,False,False,13,28,235,46.0,2.0,0.0,39,223,52.0,8.0,0.0
1,2,UA,62.0,MSP,False,False,13,-150,352,62.0,0.0,0.0,-167,356,15.0,4.0,0.0
8,7,UA,102.0,EWR,False,False,11,244,182,31.0,4.0,0.0,272,155,46.0,2.0,0.0
5,1,UA,245.0,SEA,False,True,16,256,10,52.0,7.0,0.0,167,192,36.0,8.0,0.0
7,5,US,,PIT,True,True,19,222,152,52.0,6.0,0.0,233,148,67.0,8.0,0.0
4,6,AA,191.0,TUS,False,False,10,39,233,77.0,7.0,0.0,283,138,36.0,0.0,0.0
6,1,AA,,DTW,False,False,10,167,128,46.0,8.0,0.0,217,155,46.0,6.0,0.0
8,2,CO,116.0,IAH,False,False,21,239,151,57.0,8.0,0.0,367,126,15.0,0.0,0.0
12,3,AA,110.0,BOS,False,False,0,100,180,72.0,2.0,0.0,50,193,46.0,0.0,0.0
8,7,UA,89.0,RIC,False,False,13,261,194,36.0,2.0,0.0,294,141,26.0,8.0,0.0
10,3,TW,,JFK,True,False,14,156,199,52.0,6.0,0.0,144,145,62.0,6.0,0.0
3,6,UA,213.0,LAX,True,False,9,-83,347,26.0,,0.0,189,192,41.0,8.0,0.0
11,1,MQ,47.0,CMH,False,False,7,-61,266,36.0,4.0,0.0,22,226,36.0,8.0,0.0
11,1,AA,198.0,PHX,False,False,15,-6,204,62.0,8.0,0.0,228,152,15.0,7.0,0.0
3,3,UA,191.0,PHX,False,False,8,-67,373,46.0,,0.0,211,134,36.0,0.0,0.0
2,6,UA,43.0,CMH,False,False,11,44,178,46.0,8.0,0.0,50,226,62.0,7.0,0.0
3,7,UA,,GEG,False,False,10,44,205,21.0,3.0,0.0,94,260,46.0,8.0,0.0
2,4,UA,,GSO,False,False,7,-117,301,31.0,8.0,0.0,-33,321,41.0,8.0,0.0
8,3,UA,,LGA,False,False,17,272,167,36.0,8.0,0.0,239,169,67.0,8.0,0.0
6,3,UA,,CVG,False,False,14,222,169,57.0,8.0,0.0,300,176,31.0,6.0,0.0
5,4,UA,,PHL,False,False,7,189,195,41.0,8.0,0.0,250,217,15.0,0.0,0.0
10,3,MQ,44.0,CMH,False,False,8,28,214,41.0,2.0,0.0,72,187,72.0,7.0,0.0
6,5,AA,251.0,SFO,True,True,20,228,144,77.0,4.0,0.0,156,140,98.0,4.0,0.0
1,4,US,,PIT,False,False,18,-67,297,82.0,8.0,0.0,-100,353,21.0,8.0,0.0
10,2,UA,32.0,IND,False,False,15,211,148,41.0,7.0,0.0,272,125,36.0,0.0,0.0
12,2,UA,240.0,SNA,False,False,15,-39,232,36.0,8.0,0.0,178,173,26.0,2.0,0.0
11,1,UA,57.0,MCI,False,False,8,-28,287,67.0,4.0,0.0,-17,333,36.0,8.0,0.0
12,7,UA,231.0,PDX,False,False,12,17,182,31.0,6.0,0.0,100,335,36.0,8.0,0.0
12,6,AA,141.0,MIA,True,False,18,28,150,52.0,8.0,0.0,206,224,52.0,4.0,0.0
2,5,AA,,MDT,False,False,16,83,234,46.0,4.0,0.0,106,161,41.0,7.0,0.0
7,7,UA,,LNK,False,False,20,311,86,82.0,8.0,0.0,311,9999,31.0,,0.0
3,1,UA,,FLL,False,False,8,39,177,36.0,2.0,0.0,267,9999,77.0,2.0,
1,5,AA,84.0,PHL,False,False,17,-122,228,21.0,7.0,0.0,-83,136,77.0,2.0,0.0
12,2,AA,,IAH,True,True,22,61,17,62.0,8.0,38.0,83,100,62.0,8.0,13.0
10,3,UA,138.0,MIA,False,False,9,61,243,15.0,0.0,0.0,261,190,62.0,4.0,0.0
6,7,YV,38.0,GRB,True,True,13,211,102,15.0,8.0,0.0,233,66,15.0,7.0,0.0
11,2,UA,87.0,ATL,False,False,13,89,278,62.0,4.0,0.0,89,216,93.0,2.0,0.0
12,3,UA,,PHX,True,True,19,0,307,36.0,0.0,0.0,161,163,36.0,3.0,0.0
10,6,UA,88.0,ALB,False,False,7,100,269,36.0,4.0,0.0,106,306,46.0,0.0,0.0
3,4,NW,42.0,DTW,False,False,22,78,9999,41.0,2.0,0.0,28,149,46.0,7.0,0.0
2,7,MQ,36.0,GRB,False,False,13,-6,314,56.0,7.0,0.0,-61,291,46.0,0.0,0.0
2,7,CO,134.0,IAH,False,False,11,-183,292,93.0,4.0,0.0,244,246,46.0,,0.0
10,6,UA,79.0,ATL,False,False,21,167,210,41.0,0.0,0.0,217,166,26.0,2.0,0.0
3,6,AA,205.0,LAS,False,False,18,22,236,31.0,4.0,0.0,322,93,51.0,2.0,0.0
9,2,OO,154.0,BZN,True,True,10,200,130,26.0,8.0,3.0,267,198,21.0,0.0,0.0
11,5,MQ,38.0,FNT,False,False,19,17,293,21.0,2.0,0.0,0,300,31.0,7.0,0.0
6,3,UA,,ORF,False,False,14,300,132,46.0,6.0,0.0,317,105,41.0,2.0,0.0
4,6,UA,130.0,TPA,False,False,9,89,214,52.0,6.0,0.0,294,173,36.0,3.0,0.0
1,1,AA,,MKE,False,False,20,-11,266,41.0,8.0,0.0,-22,264,57.0,8.0,0.0
7,5,AA,92.0,PHL,False,False,15,172,150,41.0,8.0,0.0,308,53,77.0,7.0,0.0
10,4,UA,96.0,EWR,False,False,16,117,166,46.0,8.0,5.0,244,147,52.0,4.0,0.0
8,6,NW,50.0,DTW,False,False,8,217,166,52.0,7.0,0.0,244,201,21.0,2.0,0.0
6,6,DL,83.0,ATL,False,False,6,167,147,21.0,7.0,0.0,239,179,26.0,7.0,0.0
5,4,UA,87.0,CLT,False,False,6,139,72,31.0,8.0,0.0,217,231,36.0,7.0,0.0
10,3,DL,84.0,ATL,False,False,15,89,158,52.0,7.0,0.0,161,98,36.0,0.0,0.0
11,3,AA,200.0,PHX,False,False,18,78,145,41.0,0.0,0.0,200,31,36.0,7.0,0.0
12,3,UA,,SEA,False,False,15,94,262,46.0,2.0,0.0,106,211,26.0,7.0,0.0
3,3,AA,101.0,BDL,False,False,7,78,306,0.0,8.0,0.0,67,321,62.0,8.0,0.0
1,2,UA,81.0,ATL,False,False,7,-50,217,15.0,8.0,0.0,22,193,26.0,0.0,0.0
2,5,AA,,BDL,False,False,16,133,173,72.0,8.0,0.0,61,308,0.0,0.0,0.0
12,1,UA,137.0,MCO,False,False,14,-11,281,46.0,4.0,0.0,167,189,67.0,8.0,66.0
9,3,MQ,39.0,CID,True,True,11,222,98,52.0,4.0,0.0,233,50,31.0,7.0,
5,4,UA,53.0,MSP,False,False,22,122,167,36.0,8.0,0.0,211,142,15.0,4.0,0.0
7,5,AA,,PDX,False,False,18,239,113,93.0,6.0,0.0,289,141,62.0,0.0,0.0
2,4,MQ,92.0,XNA,False,True,9,-67,88,51.0,7.0,0.0,-44,122,21.0,8.0,0.0
2,3,UA,218.0,LAX,False,False,10,39,132,52.0,8.0,0.0,178,187,26.0,8.0,0.0
10,7,AA,213.0,LAX,False,False,12,67,127,26.0,8.0,10.0,183,130,51.0,8.0,0.0
11,2,AA,,MSN,True,True,22,106,188,57.0,8.0,0.0,100,167,31.0,6.0,0.0
4,2,MQ,118.0,OKC,False,True,12,206,117,36.0,8.0,0.0,144,85,41.0,8.0,13.0
11,2,UA,,IND,False,False,6,178,29,103.0,8.0,18.0,178,113,72.0,8.0,8.0
12,7,UA,260.0,LAX,False,True,18,0,217,31.0,8.0,0.0,161,175,72.0,7.0,0.0
8,7,UA,,BNA,True,True,14,278,101,46.0,7.0,0.0,311,154,31.0,6.0,0.0
3,7,UA,148.0,FLL,False,False,14,200,140,52.0,0.0,0.0,267,150,21.0,7.0,
12,7,AA,90.0,LGA,False,True,12,17,262,15.0,8.0,0.0,89,295,36.0,8.0,0.0
7,4,NW,61.0,MSP,False,False,9,272,144,15.0,0.0,0.0,294,164,41.0,0.0,0.0
1,3,YV,81.0,FSD,True,True,20,39,95,66.0,8.0,0.0,0,201,46.0,0.0,0.0
2,7,UA,126.0,PBI,False,False,18,100,192,67.0,2.0,0.0,228,208,52.0,4.0,0.0
6,3,AA,43.0,RST,False,False,21,233,217,36.0,7.0,0.0,239,215,26.0,0.0,0.0
10,2,AA,185.0,SLC,False,False,11,161,239,51.0,2.0,0.0,167,148,21.0,6.0,0.0
5,6,AA,222.0,PDX,False,False,18,261,70,31.0,8.0,0.0,178,169,36.0,7.0,0.0
12,5,UA,,BTV,False,False,20,-17,150,62.0,6.0,0.0,-122,235,52.0,8.0,0.0
11,3,CO,,EWR,False,False,18,-6,170,57.0,8.0,0.0,89,139,41.0,2.0,0.0
2,5,DL,85.0,ATL,False,False,14,28,275,62.0,6.0,0.0,122,221,88.0,0.0,0.0
12,7,AA,,BNA,False,False,13,-6,237,41.0,8.0,0.0,89,181,46.0,8.0,3.0
9,5,UA,110.0,DFW,False,False,8,167,227,15.0,2.0,0.0,278,182,31.0,4.0,0.0
11,5,DH,71.0,AVP,False,False,13,56,281,67.0,7.0,0.0,106,190,41.0,0.0,0.0
12,3,UA,87.0,PVD,False,False,18,-139,288,26.0,8.0,0.0,-17,230,31.0,0.0,0.0
1,2,UA,81.0,ATL,False,False,12,-78,130,31.0,8.0,0.0,150,212,57.0,4.0,0.0
10,4,AA,125.0,DFW,False,False,13,172,177,0.0,8.0,0.0,206,122,62.0,7.0,0.0
1,1,NW,,MSP,False,False,19,-33,357,62.0,2.0,0.0,-122,348,41.0,6.0,0.0
3,7,AA,,MKE,False,False,22,106,160,41.0,7.0,0.0,89,162,52.0,8.0,0.0
7,5,AA,239.0,SEA,True,True,20,311,120,51.0,4.0,0.0,261,228,36.0,2.0,0.0
8,5,AA,,LGA,False,False,13,294,165,77.0,8.0,0.0,322,169,15.0,1.0,0.0
5,7,CO,,EWR,False,False,9,106,170,67.0,4.0,0.0,217,58,82.0,1.0,0.0
6,7,UA,111.0,EWR,False,True,14,306,87,67.0,2.0,0.0,261,119,31.0,6.0,0.0
6,6,UA,55.0,MCI,False,False,0,222,124,21.0,,0.0,217,93,31.0,4.0,0.0
8,7,UA,84.0,MSP,False,True,19,261,150,36.0,,0.0,289,117,15.0,,0.0
8,1,UA,,LGA,False,True,18,356,156,31.0,0.0,0.0,283,180,57.0,2.0,0.0
11,1,MQ,68.0,ROC,False,False,10,122,51,98.0,7.0,0.0,100,112,72.0,8.0,0.0
10,4,DL,88.0,ATL,False,False,18,50,214,62.0,7.0,0.0,122,200,57.0,2.0,0.0
3,1,AA,101.0,BDL,False,False,14,56,173,62.0,4.0,0.0,50,139,46.0,8.0,0.0
12,2,UA,270.0,SFO,False,False,9,-50,169,57.0,7.0,0.0,156,223,0.0,4.0,0.0
10,3,OO,17.0,MKE,False,False,10,72,226,36.0,4.0,0.0,78,227,46.0,4.0,0.0
10,3,AA,,TUL,True,False,22,189,179,26.0,8.0,0.0,267,189,31.0,1.0,0.0
3,5,CO,128.0,IAH,False,False,11,83,90,72.0,7.0,0.0,244,128,26.0,8.0,0.0
10,5,DH,31.0,IND,True,True,15,139,147,41.0,8.0,0.0,156,172,46.0,4.0,0.0
9,2,UA,,MSN,False,False,22,233,209,52.0,7.0,0.0,256,194,41.0,0.0,0.0
10,6,UA,66.0,OMA,False,False,12,139,249,15.0,4.0,0.0,244,139,82.0,0.0,0.0
7,3,AA,,ELP,True,True,9,211,82,0.0,8.0,0.0,306,162,72.0,6.0,0.0
5,6,UA,,ROC,False,False,14,217,86,82.0,2.0,0.0,228,33,88.0,3.0,0.0
6,6,UA,102.0,ATL,False,False,15,322,239,57.0,3.0,0.0,244,235,62.0,7.0,0.0
11,1,DL,,SLC,False,False,15,228,62,98.0,0.0,0.0,156,103,41.0,6.0,0.0
12,1,UA,74.0,IAD,False,False,6,-194,298,36.0,0.0,0.0,-78,231,62.0,2.0,0.0
12,1,AA,57.0,MSP,False,False,0,6,177,57.0,8.0,0.0,-22,186,26.0,8.0,0.0
3,2,UA,145.0,IAH,False,False,15,56,114,77.0,4.0,0.0,222,140,62.0,7.0,0.0
5,2,MQ,44.0,CLE,False,False,20,244,98,15.0,7.0,0.0,233,151,0.0,7.0,0.0
5,1,UA,76.0,DCA,False,False,17,100,231,52.0,,0.0,144,217,41.0,2.0,0.0
12,1,AA,,ISP,False,False,14,72,252,67.0,6.0,0.0,83,98,52.0,5.0,
11,7,AA,,LGA,True,True,20,17,9982,88.0,8.0,0.0,139,27,93.0,0.0,0.0
8,4,MQ,80.0,GSP,False,False,15,328,113,36.0,4.0,0.0,300,173,15.0,0.0,0.0
6,3,AA,97.0,LGA,False,True,8,222,129,26.0,8.0,5.0,267,185,0.0,6.0,0.0
5,3,UA,92.0,LGA,False,False,20,194,145,21.0,,0.0,139,226,46.0,,0.0
10,5,UA,,DCA,False,False,14,189,225,57.0,1.0,0.0,167,213,52.0,8.0,0.0
3,5,UA,,HNL,True,True,10,-11,131,41.0,8.0,0.0,278,74,62.0,7.0,0.0
3,4,AA,240.0,SJC,False,False,9,0,231,82.0,8.0,0.0,156,130,52.0,7.0,
1,6,UA,159.0,BOS,False,True,17,-67,232,62.0,0.0,0.0,128,47,196.0,8.0,76.0
11,3,UA,72.0,DCA,False,False,10,111,80,41.0,8.0,0.0,111,240,46.0,8.0,0.0
10,3,AA,57.0,BNA,True,True,8,44,70,52.0,7.0,0.0,144,139,21.0,4.0,0.0
2,1,UA,255.0,SFO,False,False,12,-6,227,41.0,8.0,0.0,122,173,72.0,8.0,0.0
7,6,UA,,SFO,False,False,22,261,197,26.0,8.0,0.0,128,135,31.0,0.0,0.0
6,7,US,59.0,PIT,False,False,10,189,35,57.0,7.0,0.0,233,97,41.0,4.0,0.0
9,3,AA,166.0,MIA,True,True,10,222,234,15.0,2.0,0.0,322,163,31.0,7.0,0.0
5,4,CO,112.0,EWR,False,False,16,206,228,36.0,4.0,0.0,133,312,31.0,8.0,0.0
4,5,AA,198.0,TUS,True,True,14,106,222,51.0,7.0,0.0,200,140,46.0,7.0,0.0
6,7,UA,242.0,LAX,True,True,12,211,99,98.0,8.0,71.0,206,111,57.0,2.0,0.0
10,4,US,57.0,PIT,False,False,13,178,89,67.0,4.0,0.0,139,167,41.0,2.0,0.0
9,3,YV,29.0,MLI,False,False,10,139,216,0.0,2.0,0.0,167,222,15.0,,0.0
9,5,UA,110.0,PVD,False,False,18,189,185,31.0,2.0,0.0,228,128,41.0,8.0,0.0
6,6,UA,,IAD,False,False,11,378,108,77.0,2.0,0.0,283,156,62.0,8.0,
8,5,AA,91.0,RDU,False,False,20,239,131,36.0,2.0,0.0,294,159,31.0,7.0,0.0
2,4,MQ,68.0,OMA,True,True,17,-67,214,36.0,8.0,0.0,-78,186,0.0,8.0,0.0
7,4,US,90.0,PHL,False,False,7,172,164,21.0,,0.0,194,52,41.0,,0.0
3,2,AA,,ROC,False,False,13,122,158,62.0,0.0,0.0,50,63,82.0,8.0,0.0
4,1,AA,115.0,DFW,False,False,16,167,107,52.0,8.0,0.0,194,172,26.0,1.0,0.0
11,1,AA,136.0,IAH,False,False,15,78,178,57.0,8.0,0.0,222,168,31.0,8.0,0.0
2,6,AA,67.0,BNA,True,True,6,-278,367,52.0,0.0,0.0,-156,315,62.0,3.0,0.0
6,1,UA,82.0,DCA,False,False,20,167,199,88.0,4.0,0.0,180,154,57.0,8.0,0.0
4,7,AA,136.0,EWR,True,True,18,83,170,72.0,7.0,0.0,70,121,82.0,8.0,10.0
2,7,AA,236.0,LAX,False,False,14,44,8,93.0,8.0,0.0,178,195,57.0,4.0,0.0
5,6,MQ,42.0,LSE,False,False,20,256,92,67.0,4.0,0.0,222,102,36.0,0.0,0.0
1,6,AA,159.0,ABQ,False,False,9,-33,264,0.0,8.0,0.0,83,199,51.0,7.0,0.0
3,7,DL,,MEM,False,False,7,-39,208,31.0,0.0,0.0,44,231,15.0,8.0,0.0
12,4,UA,81.0,GSO,True,True,19,-100,277,57.0,0.0,0.0,78,130,52.0,7.0,0.0
10,5,AA,96.0,HPN,False,True,13,133,9911,77.0,8.0,0.0,155,108,56.0,8.0,
1,4,NW,66.0,MSP,False,False,14,-34,261,26.0,7.0,0.0,-83,215,52.0,8.0,0.0
12,2,UA,,ATL,False,False,9,33,141,52.0,0.0,0.0,139,254,26.0,0.0,0.0
11,3,UA,78.0,MDT,False,False,8,111,208,26.0,7.0,8.0,72,275,0.0,0.0,0.0
2,4,UA,45.0,CMH,False,False,7,-167,254,51.0,0.0,0.0,-161,237,0.0,4.0,0.0
1,7,UA,,GRR,False,False,15,100,164,72.0,1.0,0.0,78,177,57.0,0.0,0.0
9,3,UA,99.0,LGA,True,False,18,183,142,52.0,2.0,0.0,167,137,67.0,4.0,0.0
7,4,YV,93.0,SAV,True,True,14,220,9999,26.0,8.0,8.0,339,91,36.0,2.0,0.0
5,3,UA,235.0,LAX,False,False,6,194,207,21.0,,0.0,156,147,36.0,,0.0
9,1,AA,,IND,False,False,20,256,183,72.0,7.0,0.0,250,182,26.0,8.0,0.0
7,7,UA,241.0,PDX,False,True,8,239,172,31.0,2.0,0.0,189,204,21.0,2.0,0.0
2,2,AA,266.0,SJU,True,True,16,-67,195,98.0,8.0,5.0,256,152,41.0,2.0,0.0
5,3,AA,,PHL,False,False,7,100,208,41.0,0.0,0.0,117,149,15.0,8.0,0.0
6,1,YV,87.0,ABE,True,True,16,211,150,51.0,8.0,0.0,228,181,31.0,8.0,64.0
6,4,MQ,35.0,TVC,False,False,12,133,202,46.0,8.0,3.0,140,145,62.0,7.0,
4,5,CO,150.0,IAH,False,False,19,94,131,36.0,8.0,0.0,283,54,31.0,7.0,0.0
7,6,DL,138.0,MCO,False,False,18,278,66,0.0,5.0,0.0,306,163,21.0,8.0,0.0
2,3,UA,92.0,ATL,False,True,17,11,187,31.0,7.0,0.0,28,182,72.0,8.0,25.0
11,2,AA,157.0,ABQ,True,True,9,-78,308,57.0,2.0,0.0,61,210,0.0,2.0,0.0
2,6,UA,90.0,BDL,False,False,21,50,183,26.0,8.0,0.0,-22,198,15.0,0.0,0.0
2,3,DL,78.0,ATL,False,False,12,-106,218,72.0,0.0,0.0,144,214,103.0,2.0,0.0
7,5,US,57.0,PIT,True,True,19,361,38,41.0,4.0,0.0,322,71,52.0,4.0,0.0
4,7,OO,52.0,LEX,False,False,14,33,186,26.0,8.0,0.0,39,200,46.0,8.0,0.0
12,1,UA,146.0,FLL,False,False,10,-139,194,0.0,8.0,0.0,250,178,31.0,2.0,
12,1,CO,110.0,EWR,True,True,13,28,132,31.0,8.0,0.0,72,9930,82.0,8.0,0.0
4,4,NW,52.0,MSP,True,False,17,100,25,36.0,8.0,0.0,161,83,36.0,7.0,0.0
6,1,AA,103.0,DFW,True,True,14,278,94,62.0,4.0,0.0,322,99,46.0,7.0,0.0
8,5,YV,27.0,FWA,False,False,11,289,148,46.0,7.0,0.0,289,144,36.0,2.0,0.0
12,2,UA,234.0,SAN,False,False,15,83,106,57.0,2.0,0.0,156,192,41.0,2.0,0.0
8,3,DL,80.0,ATL,False,False,12,322,157,62.0,2.0,0.0,306,157,21.0,,0.0
4,3,DL,56.0,CVG,False,False,17,144,175,31.0,7.0,0.0,133,202,31.0,8.0,46.0
10,1,NW,,MEM,False,False,7,111,245,67.0,8.0,0.0,228,152,77.0,8.0,0.0
11,6,UA,184.0,PHX,False,False,12,11,207,57.0,,0.0,267,95,46.0,7.0,0.0
3,1,MQ,66.0,ROC,False,False,11,22,273,67.0,8.0,0.0,28,227,72.0,8.0,0.0
8,7,UA,242.0,SEA,False,True,19,283,141,52.0,4.0,0.0,272,163,31.0,2.0,0.0
11,1,UA,,GRR,False,False,7,67,58,72.0,8.0,10.0,33,113,52.0,8.0,0.0
6,2,AA,141.0,DFW,True,True,21,261,62,57.0,7.0,0.0,322,102,88.0,7.0,0.0
6,1,UA,125.0,MCO,True,True,11,200,190,62.0,2.0,0.0,250,112,62.0,8.0,0.0
8,7,NW,,MSP,False,False,17,300,178,57.0,7.0,0.0,283,140,41.0,7.0,0.0
10,4,UA,41.0,STL,False,False,22,100,323,46.0,2.0,0.0,156,281,46.0,0.0,0.0
8,7,UA,158.0,MIA,False,False,9,228,158,41.0,8.0,0.0,322,158,46.0,4.0,0.0
2,3,UA,109.0,PVD,False,False,13,67,9948,113.0,8.0,0.0,78,187,52.0,8.0,0.0
10,6,YV,116.0,OKC,False,False,8,89,128,31.0,8.0,0.0,167,100,41.0,0.0,0.0
12,7,UA,234.0,PDX,False,False,12,78,228,41.0,,0.0,100,152,36.0,8.0,3.0
8,6,UA,,SAN,False,True,19,294,62,41.0,1.0,0.0,250,146,57.0,1.0,0.0
10,1,UA,,LAX,False,True,12,156,226,36.0,8.0,0.0,211,120,46.0,0.0,0.0
6,5,UA,84.0,ABE,True,True,21,244,113,72.0,2.0,0.0,233,162,0.0,4.0,18.0
2,3,UA,82.0,RDU,False,False,13,6,282,31.0,2.0,0.0,194,170,57.0,7.0,0.0
4,3,UA,239.0,SAN,False,False,17,100,155,67.0,7.0,0.0,178,175,51.0,0.0,0.0
9,4,UA,,IND,False,False,8,117,287,62.0,0.0,0.0,111,269,67.0,0.0,0.0
1,2,AA,102.0,BOS,False,False,0,-100,211,52.0,7.0,0.0,-17,264,52.0,8.0,0.0
11,7,AA,,SPI,False,False,20,0,279,31.0,6.0,0.0,22,283,46.0,8.0,0.0
5,1,UA,,SAN,True,True,10,122,112,46.0,8.0,10.0,194,132,41.0,6.0,0.0
6,4,DL,45.0,CVG,False,False,14,244,41,26.0,8.0,0.0,250,56,26.0,7.0,0.0
12,5,MQ,35.0,TVC,False,False,13,72,202,52.0,4.0,0.0,20,220,31.0,2.0,
6,5,UA,,LAX,True,True,15,294,125,103.0,6.0,0.0,189,153,57.0,0.0,0.0
3,5,AA,91.0,LGA,True,True,12,117,47,0.0,4.0,0.0,89,75,57.0,8.0,0.0
12,6,UA,202.0,LAS,True,True,12,33,99,31.0,8.0,0.0,161,161,82.0,0.0,0.0
12,1,AA,,CVG,False,False,7,-33,53,82.0,8.0,0.0,-33,140,62.0,4.0,0.0
7,5,UA,139.0,DFW,False,True,10,272,148,52.0,,0.0,244,150,36.0,,15.0
10,6,AA,228.0,SNA,False,False,9,78,252,41.0,0.0,0.0,220,174,41.0,2.0,
4,2,DL,172.0,SLC,False,False,15,189,172,77.0,7.0,0.0,186,205,41.0,1.0,0.0
10,3,AA,101.0,OKC,True,True,9,67,184,15.0,7.0,0.0,111,183,41.0,8.0,0.0
3,4,AA,103.0,BOS,False,False,18,28,186,41.0,,0.0,44,273,46.0,8.0,0.0
5,2,UA,81.0,GSO,False,True,18,228,129,52.0,7.0,0.0,267,168,36.0,2.0,0.0
4,6,UA,45.0,STL,False,False,15,111,151,77.0,4.0,0.0,144,179,36.0,2.0,0.0
7,3,AA,78.0,DCA,False,False,18,278,145,57.0,4.0,0.0,289,103,51.0,7.0,0.0
2,2,AA,66.0,MCI,False,False,15,-89,314,31.0,8.0,0.0,-94,275,41.0,8.0,0.0
4,1,UA,,DCA,False,False,13,139,111,88.0,8.0,0.0,156,166,0.0,7.0,0.0
11,5,MQ,31.0,MSN,False,False,8,100,61,82.0,4.0,0.0,111,30,46.0,0.0,0.0
11,1,UA,276.0,SFO,True,True,19,-22,138,82.0,0.0,0.0,133,172,36.0,7.0,0.0
10,4,US,92.0,PHL,False,False,6,44,179,21.0,8.0,0.0,61,207,52.0,2.0,0.0
9,2,UA,,MBS,False,False,9,139,95,93.0,8.0,0.0,150,41,57.0,8.0,
1,2,UA,,RIC,True,True,20,17,134,52.0,8.0,0.0,94,210,36.0,3.0,0.0
2,3,AA,75.0,DCA,False,False,15,44,76,41.0,6.0,0.0,89,37,41.0,8.0,0.0
1,3,AA,95.0,BOS,False,False,6,72,84,46.0,2.0,0.0,17,231,36.0,2.0,0.0
12,3,OO,98.0,CHS,True,True,19,-111,390,26.0,2.0,0.0,106,315,46.0,0.0,0.0
7,5,OO,32.0,GRB,False,False,7,178,213,51.0,4.0,0.0,172,239,26.0,0.0,0.0
6,6,UA,32.0,IND,False,False,20,167,187,46.0,7.0,0.0,156,197,41.0,8.0,0.0
10,2,UA,211.0,LAX,False,False,9,133,152,57.0,7.0,0.0,211,124,31.0,4.0,0.0
6,5,UA,213.0,LAX,False,False,8,133,88,26.0,,3.0,222,154,46.0,2.0,0.0
1,5,TW,,JFK,True,False,13,22,154,57.0,8.0,0.0,67,13,52.0,8.0,0.0
5,5,TW,,CMH,False,False,17,228,185,57.0,6.0,0.0,217,155,46.0,0.0,
5,5,MQ,48.0,DSM,False,False,10,144,189,46.0,8.0,0.0,150,123,41.0,8.0,0.0
11,3,AA,142.0,IAH,False,False,19,200,142,67.0,7.0,0.0,228,138,26.0,8.0,0.0
12,5,DH,82.0,TUL,True,True,15,-11,169,77.0,4.0,0.0,89,280,26.0,2.0,0.0
